ROC TRACON FLOW           N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 4                   N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N042.35.29.945 W078.09.30.143 N042.34.10.561 W078.13.08.712
                          N042.56.57.408 W078.12.43.041 N042.56.52.942 W078.12.36.936
                          N042.56.52.942 W078.12.36.936 N042.56.48.637 W078.12.30.620
                          N042.56.48.637 W078.12.30.620 N042.56.44.495 W078.12.24.103
                          N042.56.44.495 W078.12.24.103 N042.56.40.522 W078.12.17.393
                          N042.56.40.522 W078.12.17.393 N042.56.36.721 W078.12.10.499
                          N042.56.36.721 W078.12.10.499 N042.56.33.101 W078.12.03.428
                          N042.56.33.101 W078.12.03.428 N042.56.29.663 W078.11.56.187
                          N042.56.29.663 W078.11.56.187 N042.56.26.411 W078.11.48.789
                          N042.56.26.411 W078.11.48.789 N042.56.23.351 W078.11.41.238
                          N042.56.23.351 W078.11.41.238 N042.56.20.483 W078.11.33.547
                          N042.56.20.483 W078.11.33.547 N042.56.17.815 W078.11.25.726
                          N042.56.17.815 W078.11.25.726 N042.56.15.350 W078.11.17.782
                          N042.56.15.350 W078.11.17.782 N042.56.13.088 W078.11.09.724
                          N042.56.13.088 W078.11.09.724 N042.56.11.336 W078.11.02.833
                          N042.56.11.336 W078.11.02.833 N042.56.12.730 W078.10.59.313
                          N042.56.12.730 W078.10.59.313 N042.56.16.105 W078.10.50.277
                          N042.56.16.105 W078.10.50.277 N042.56.19.246 W078.10.41.086
                          N042.56.19.246 W078.10.41.086 N042.56.22.149 W078.10.31.752
                          N042.56.22.149 W078.10.31.752 N042.56.24.813 W078.10.22.282
                          N042.56.24.813 W078.10.22.282 N042.56.27.234 W078.10.12.692
                          N042.56.27.234 W078.10.12.692 N042.56.29.407 W078.10.02.992
                          N042.56.29.407 W078.10.02.992 N042.56.31.329 W078.09.53.196
                          N042.56.31.329 W078.09.53.196 N042.56.33.003 W078.09.43.310
                          N042.56.33.003 W078.09.43.310 N042.56.34.419 W078.09.33.354
                          N042.56.34.419 W078.09.33.354 N042.56.35.583 W078.09.23.336
                          N042.56.35.583 W078.09.23.336 N042.56.36.490 W078.09.13.267
                          N042.56.36.490 W078.09.13.267 N042.56.37.137 W078.09.03.162
                          N042.56.37.137 W078.09.03.162 N042.56.37.526 W078.08.53.031
                          N042.56.37.526 W078.08.53.031 N042.56.37.654 W078.08.42.887
                          N042.56.37.654 W078.08.42.887 N042.56.37.526 W078.08.32.746
                          N042.56.37.526 W078.08.32.746 N042.56.37.137 W078.08.22.615
                          N042.56.37.137 W078.08.22.615 N042.56.36.490 W078.08.12.510
                          N042.56.36.490 W078.08.12.510 N042.56.35.583 W078.08.02.441
                          N042.56.35.583 W078.08.02.441 N042.56.34.419 W078.07.52.423
                          N042.56.34.419 W078.07.52.423 N042.56.33.003 W078.07.42.466
                          N042.56.33.003 W078.07.42.466 N042.56.31.329 W078.07.32.581
                          N042.56.31.329 W078.07.32.581 N042.56.30.251 W078.07.26.919
                          N042.56.30.251 W078.07.26.919 N042.56.31.354 W078.07.24.269
                          N042.56.31.354 W078.07.24.269 N042.56.34.496 W078.07.17.114
                          N042.56.34.496 W078.07.17.114 N042.56.37.820 W078.07.10.116
                          N042.56.37.820 W078.07.10.116 N042.56.41.323 W078.07.03.280
                          N042.56.41.323 W078.07.03.280 N042.56.44.993 W078.06.56.614
                          N042.56.44.993 W078.06.56.614 N042.56.48.838 W078.06.50.126
                          N042.56.48.838 W078.06.50.126 N042.56.52.840 W078.06.43.826
                          N042.56.52.840 W078.06.43.826 N042.56.57.004 W078.06.37.721
                          N042.56.57.004 W078.06.37.721 N042.57.01.321 W078.06.31.818
                          N042.57.01.321 W078.06.31.818 N042.57.05.783 W078.06.26.124
                          N042.57.05.783 W078.06.26.124 N042.57.10.391 W078.06.20.645
                          N042.57.10.391 W078.06.20.645 N042.57.15.137 W078.06.15.390
                          N042.57.15.137 W078.06.15.390 N042.57.20.010 W078.06.10.362
                          N042.57.20.010 W078.06.10.362 N042.57.25.013 W078.06.05.572
                          N042.57.25.013 W078.06.05.572 N042.57.30.132 W078.06.01.023
                          N042.57.30.132 W078.06.01.023 N042.57.35.366 W078.05.56.719
                          N042.57.35.366 W078.05.56.719 N042.57.40.706 W078.05.52.668
                          N042.57.40.706 W078.05.52.668 N042.57.46.145 W078.05.48.874
                          N042.57.46.145 W078.05.48.874 N042.57.51.680 W078.05.45.341
                          N042.57.51.680 W078.05.45.341 N042.57.55.935 W078.05.42.838
                          N042.49.43.826 W077.52.09.128 N042.49.44.340 W077.52.09.199
                          N042.49.44.340 W077.52.09.199 N042.50.10.510 W077.52.13.458
                          N042.50.10.510 W077.52.13.458 N042.50.36.559 W077.52.18.962
                          N042.50.36.559 W077.52.18.962 N042.51.02.447 W077.52.25.704
                          N042.51.02.447 W077.52.25.704 N042.51.28.151 W077.52.33.676
                          N042.51.28.151 W077.52.33.676 N042.51.53.633 W077.52.42.869
                          N042.51.53.633 W077.52.42.869 N042.52.18.864 W077.52.53.272
                          N042.52.18.864 W077.52.53.272 N042.52.43.814 W077.53.04.872
                          N042.52.43.814 W077.53.04.872 N042.53.08.449 W077.53.17.658
                          N042.53.08.449 W077.53.17.658 N042.53.32.743 W077.53.31.611
                          N042.53.32.743 W077.53.31.611 N042.53.56.668 W077.53.46.715
                          N042.53.56.668 W077.53.46.715 N042.54.20.187 W077.54.02.953
                          N042.54.20.187 W077.54.02.953 N042.54.43.279 W077.54.20.307
                          N042.54.43.279 W077.54.20.307 N042.55.05.913 W077.54.38.753
                          N042.55.05.913 W077.54.38.753 N042.55.28.059 W077.54.58.270
                          N042.55.28.059 W077.54.58.270 N042.55.49.690 W077.55.18.836
                          N042.55.49.690 W077.55.18.836 N042.56.10.786 W077.55.40.423
                          N042.56.10.786 W077.55.40.423 N042.56.31.312 W077.56.03.008
                          N042.56.31.312 W077.56.03.008 N042.56.51.250 W077.56.26.560
                          N042.56.51.250 W077.56.26.560 N042.57.10.570 W077.56.51.055
                          N042.57.10.570 W077.56.51.055 N042.57.29.254 W077.57.16.457
                          N042.57.29.254 W077.57.16.457 N042.57.47.274 W077.57.42.743
                          N042.57.47.274 W077.57.42.743 N042.58.04.612 W077.58.09.875
                          N042.58.04.612 W077.58.09.875 N042.58.21.242 W077.58.37.820
                          N042.58.21.242 W077.58.37.820 N042.58.24.827 W077.58.44.112
                          N042.58.24.827 W077.58.44.112 N042.57.55.935 W078.05.42.838
                          N042.56.24.826 W077.24.18.143 N042.56.25.664 W077.24.17.979
                          N042.56.25.664 W077.24.17.979 N042.56.32.906 W077.24.16.753
                          N042.56.32.906 W077.24.16.753 N042.56.40.177 W077.24.15.875
                          N042.56.40.177 W077.24.15.875 N042.56.47.465 W077.24.15.345
                          N042.56.47.465 W077.24.15.345 N042.56.54.762 W077.24.15.162
                          N042.56.54.762 W077.24.15.162 N042.57.02.059 W077.24.15.326
                          N042.57.02.059 W077.24.15.326 N042.57.09.347 W077.24.15.839
                          N042.57.09.347 W077.24.15.839 N042.57.16.617 W077.24.16.698
                          N042.57.16.617 W077.24.16.698 N042.57.23.863 W077.24.17.905
                          N042.57.23.863 W077.24.17.905 N042.57.31.073 W077.24.19.455
                          N042.57.31.073 W077.24.19.455 N042.57.38.239 W077.24.21.350
                          N042.57.38.239 W077.24.21.350 N042.57.45.351 W077.24.23.584
                          N042.57.45.351 W077.24.23.584 N042.57.52.401 W077.24.26.155
                          N042.57.52.401 W077.24.26.155 N042.57.59.383 W077.24.29.064
                          N042.57.59.383 W077.24.29.064 N042.58.06.287 W077.24.32.301
                          N042.58.06.287 W077.24.32.301 N042.58.13.102 W077.24.35.868
                          N042.58.13.102 W077.24.35.868 N042.58.19.823 W077.24.39.759
                          N042.58.19.823 W077.24.39.759 N042.58.26.438 W077.24.43.966
                          N042.58.26.438 W077.24.43.966 N042.58.32.946 W077.24.48.487
                          N042.58.32.946 W077.24.48.487 N042.58.39.330 W077.24.53.316
                          N042.58.39.330 W077.24.53.316 N042.58.45.591 W077.24.58.446
                          N042.58.45.591 W077.24.58.446 N042.58.51.715 W077.25.03.873
                          N042.58.51.715 W077.25.03.873 N042.58.57.695 W077.25.09.590
                          N042.58.57.695 W077.25.09.590 N042.59.03.529 W077.25.15.588
                          N042.59.03.529 W077.25.15.588 N042.59.09.203 W077.25.21.861
                          N042.59.09.203 W077.25.21.861 N042.59.11.030 W077.25.23.976
                          N042.59.11.030 W077.25.23.976 N042.59.12.284 W077.25.25.862
                          N042.59.12.284 W077.25.25.862 N042.59.16.711 W077.25.32.813
                          N042.59.16.711 W077.25.32.813 N042.59.20.956 W077.25.39.971
                          N042.59.20.956 W077.25.39.971 N042.59.25.015 W077.25.47.329
                          N042.59.25.015 W077.25.47.329 N042.59.28.885 W077.25.54.876
                          N042.59.28.885 W077.25.54.876 N042.59.32.559 W077.26.02.603
                          N042.59.32.559 W077.26.02.603 N042.59.36.032 W077.26.10.500
                          N042.59.36.032 W077.26.10.500 N042.59.39.305 W077.26.18.559
                          N042.59.39.305 W077.26.18.559 N042.59.42.365 W077.26.26.771
                          N042.59.42.365 W077.26.26.771 N042.59.45.217 W077.26.35.123
                          N042.59.45.217 W077.26.35.123 N042.59.47.855 W077.26.43.605
                          N042.59.47.855 W077.26.43.605 N042.59.50.271 W077.26.52.208
                          N042.59.50.271 W077.26.52.208 N042.59.52.466 W077.27.00.922
                          N042.59.52.466 W077.27.00.922 N042.59.54.440 W077.27.09.737
                          N042.59.54.440 W077.27.09.737 N042.59.56.187 W077.27.18.639
                          N042.59.56.187 W077.27.18.639 N042.59.57.704 W077.27.27.620
                          N042.59.57.704 W077.27.27.620 N042.59.58.991 W077.27.36.667
                          N042.59.58.991 W077.27.36.667 N043.00.00.049 W077.27.45.771
                          N043.00.00.049 W077.27.45.771 N043.00.00.871 W077.27.54.920
                          N043.00.00.871 W077.27.54.920 N043.00.01.459 W077.28.04.102
                          N043.00.01.459 W077.28.04.102 N043.00.01.812 W077.28.13.308
                          N043.00.01.812 W077.28.13.308 N043.00.01.928 W077.28.22.522
                          N043.00.01.928 W077.28.22.522 N043.00.01.812 W077.28.31.739
                          N043.00.01.812 W077.28.31.739 N043.00.01.459 W077.28.40.945
                          N043.00.01.459 W077.28.40.945 N043.00.00.871 W077.28.50.127
                          N043.00.00.871 W077.28.50.127 N043.00.00.049 W077.28.59.276
                          N043.00.00.049 W077.28.59.276 N042.59.58.991 W077.29.08.377
                          N042.59.58.991 W077.29.08.377 N042.59.57.704 W077.29.17.427
                          N042.59.57.704 W077.29.17.427 N042.59.56.187 W077.29.26.408
                          N042.59.56.187 W077.29.26.408 N042.59.54.440 W077.29.35.310
                          N042.59.54.440 W077.29.35.310 N042.59.52.466 W077.29.44.122
                          N042.59.52.466 W077.29.44.122 N042.59.50.271 W077.29.52.837
                          N042.59.50.271 W077.29.52.837 N042.59.47.855 W077.30.01.442
                          N042.59.47.855 W077.30.01.442 N042.59.45.217 W077.30.09.924
                          N042.59.45.217 W077.30.09.924 N042.59.42.365 W077.30.18.276
                          N042.59.42.365 W077.30.18.276 N042.59.39.305 W077.30.26.486
                          N042.59.39.305 W077.30.26.486 N042.59.36.032 W077.30.34.545
                          N042.59.36.032 W077.30.34.545 N042.59.32.559 W077.30.42.444
                          N042.59.32.559 W077.30.42.444 N042.59.28.885 W077.30.50.171
                          N042.59.28.885 W077.30.50.171 N042.59.25.015 W077.30.57.718
                          N042.59.25.015 W077.30.57.718 N042.59.20.956 W077.31.05.074
                          N042.59.20.956 W077.31.05.074 N042.59.16.711 W077.31.12.234
                          N042.59.16.711 W077.31.12.234 N042.59.12.284 W077.31.19.185
                          N042.59.12.284 W077.31.19.185 N042.59.07.685 W077.31.25.921
                          N042.59.07.685 W077.31.25.921 N042.59.02.915 W077.31.32.433
                          N042.59.02.915 W077.31.32.433 N042.58.57.981 W077.31.38.713
                          N042.58.57.981 W077.31.38.713 N042.58.52.891 W077.31.44.754
                          N042.58.52.891 W077.31.44.754 N042.58.47.650 W077.31.50.548
                          N042.58.47.650 W077.31.50.548 N042.58.42.263 W077.31.56.087
                          N042.58.42.263 W077.31.56.087 N042.58.36.738 W077.32.01.368
                          N042.58.36.738 W077.32.01.368 N042.58.31.082 W077.32.06.380
                          N042.58.31.082 W077.32.06.380 N042.58.25.300 W077.32.11.120
                          N042.58.25.300 W077.32.11.120 N042.58.19.401 W077.32.15.581
                          N042.58.19.401 W077.32.15.581 N042.58.13.392 W077.32.19.757
                          N042.58.13.392 W077.32.19.757 N042.58.07.280 W077.32.23.643
                          N042.58.07.280 W077.32.23.643 N042.58.01.074 W077.32.27.236
                          N042.58.01.074 W077.32.27.236 N042.57.54.779 W077.32.30.531
                          N042.57.54.779 W077.32.30.531 N042.57.48.403 W077.32.33.523
                          N042.57.48.403 W077.32.33.523 N042.57.41.955 W077.32.36.209
                          N042.57.41.955 W077.32.36.209 N042.57.35.442 W077.32.38.584
                          N042.57.35.442 W077.32.38.584 N042.57.28.871 W077.32.40.649
                          N042.57.28.871 W077.32.40.649 N042.57.22.252 W077.32.42.400
                          N042.57.22.252 W077.32.42.400 N042.57.15.594 W077.32.43.832
                          N042.57.15.594 W077.32.43.832 N042.57.08.903 W077.32.44.947
                          N042.57.08.903 W077.32.44.947 N042.57.02.186 W077.32.45.742
                          N042.57.02.186 W077.32.45.742 N042.56.55.452 W077.32.46.217
                          N042.56.55.452 W077.32.46.217 N042.56.48.714 W077.32.46.369
                          N042.56.48.714 W077.32.46.369 N042.56.41.972 W077.32.46.201
                          N042.56.41.972 W077.32.46.201 N042.56.35.242 W077.32.45.710
                          N042.56.35.242 W077.32.45.710 N042.56.28.525 W077.32.44.900
                          N042.56.28.525 W077.32.44.900 N042.56.25.349 W077.32.44.404
                          N042.56.25.349 W077.32.44.404 N042.53.38.390 W077.32.48.072
                          N042.53.38.390 W077.32.48.072 N042.53.34.546 W077.40.44.687
                          N042.53.34.546 W077.40.44.687 N042.50.46.724 W077.45.10.133
                          N042.50.46.724 W077.45.10.133 N042.49.44.460 W077.48.38.712
                          N042.49.44.460 W077.48.38.712 N042.49.43.826 W077.52.09.128
                          N043.01.57.688 W078.11.08.765 N043.01.57.203 W078.11.10.267
                          N043.01.57.203 W078.11.10.267 N043.01.54.343 W078.11.18.645
                          N043.01.54.343 W078.11.18.645 N043.01.51.274 W078.11.26.881
                          N043.01.51.274 W078.11.26.881 N043.01.47.992 W078.11.34.966
                          N043.01.47.992 W078.11.34.966 N043.01.44.510 W078.11.42.889
                          N043.01.44.510 W078.11.42.889 N043.01.40.828 W078.11.50.640
                          N043.01.40.828 W078.11.50.640 N043.01.36.949 W078.11.58.210
                          N043.01.36.949 W078.11.58.210 N043.01.32.878 W078.12.05.592
                          N043.01.32.878 W078.12.05.592 N043.01.28.622 W078.12.12.773
                          N043.01.28.622 W078.12.12.773 N043.01.24.185 W078.12.19.747
                          N043.01.24.185 W078.12.19.747 N043.01.19.573 W078.12.26.502
                          N043.01.19.573 W078.12.26.502 N043.01.14.791 W078.12.33.037
                          N043.01.14.791 W078.12.33.037 N043.01.09.846 W078.12.39.335
                          N043.01.09.846 W078.12.39.335 N043.01.04.742 W078.12.45.397
                          N043.01.04.742 W078.12.45.397 N043.00.59.486 W078.12.51.209
                          N043.00.59.486 W078.12.51.209 N043.00.54.086 W078.12.56.767
                          N043.00.54.086 W078.12.56.767 N043.00.48.546 W078.13.02.062
                          N043.00.48.546 W078.13.02.062 N043.00.42.876 W078.13.07.092
                          N043.00.42.876 W078.13.07.092 N043.00.37.081 W078.13.11.845
                          N043.00.37.081 W078.13.11.845 N043.00.31.165 W078.13.16.321
                          N043.00.31.165 W078.13.16.321 N043.00.25.143 W078.13.20.510
                          N043.00.25.143 W078.13.20.510 N043.00.19.014 W078.13.24.409
                          N043.00.19.014 W078.13.24.409 N043.00.12.792 W078.13.28.012
                          N043.00.12.792 W078.13.28.012 N043.00.06.480 W078.13.31.318
                          N043.00.06.480 W078.13.31.318 N043.00.00.087 W078.13.34.320
                          N043.00.00.087 W078.13.34.320 N042.59.53.621 W078.13.37.014
                          N042.59.53.621 W078.13.37.014 N042.59.47.092 W078.13.39.398
                          N042.59.47.092 W078.13.39.398 N042.59.40.507 W078.13.41.467
                          N042.59.40.507 W078.13.41.467 N042.59.33.871 W078.13.43.223
                          N042.59.33.871 W078.13.43.223 N042.59.27.193 W078.13.44.661
                          N042.59.27.193 W078.13.44.661 N042.59.20.484 W078.13.45.779
                          N042.59.20.484 W078.13.45.779 N042.59.13.753 W078.13.46.576
                          N042.59.13.753 W078.13.46.576 N042.59.07.004 W078.13.47.052
                          N042.59.07.004 W078.13.47.052 N042.59.00.244 W078.13.47.206
                          N042.59.00.244 W078.13.47.206 N042.58.53.489 W078.13.47.036
                          N042.58.53.489 W078.13.47.036 N042.58.46.738 W078.13.46.545
                          N042.58.46.738 W078.13.46.545 N042.58.40.008 W078.13.45.732
                          N042.58.40.008 W078.13.45.732 N042.58.33.300 W078.13.44.598
                          N042.58.33.300 W078.13.44.598 N042.58.26.625 W078.13.43.145
                          N042.58.26.625 W078.13.43.145 N042.58.19.993 W078.13.41.373
                          N042.58.19.993 W078.13.41.373 N042.58.13.409 W078.13.39.288
                          N042.58.13.409 W078.13.39.288 N042.58.06.879 W078.13.36.889
                          N042.58.06.879 W078.13.36.889 N042.58.00.418 W078.13.34.184
                          N042.58.00.418 W078.13.34.184 N042.57.54.029 W078.13.31.169
                          N042.57.54.029 W078.13.31.169 N042.57.47.722 W078.13.27.853
                          N042.57.47.722 W078.13.27.853 N042.57.41.503 W078.13.24.237
                          N042.57.41.503 W078.13.24.237 N042.57.35.382 W078.13.20.327
                          N042.57.35.382 W078.13.20.327 N042.57.29.361 W078.13.16.128
                          N042.57.29.361 W078.13.16.128 N042.57.23.889 W078.13.11.989
                          N042.57.55.935 W078.05.42.838 N042.57.57.307 W078.05.42.070
                          N042.57.57.307 W078.05.42.070 N042.58.03.312 W078.05.38.913
                          N042.58.03.312 W078.05.38.913 N042.58.09.394 W078.05.36.044
                          N042.58.09.394 W078.05.36.044 N042.58.15.544 W078.05.33.467
                          N042.58.15.544 W078.05.33.467 N042.58.21.758 W078.05.31.184
                          N042.58.21.758 W078.05.31.184 N042.58.28.026 W078.05.29.198
                          N042.58.28.026 W078.05.29.198 N042.58.34.339 W078.05.27.514
                          N042.58.34.339 W078.05.27.514 N042.58.40.694 W078.05.26.130
                          N042.58.40.694 W078.05.26.130 N042.58.47.079 W078.05.25.053
                          N042.58.47.079 W078.05.25.053 N042.58.53.484 W078.05.24.279
                          N042.58.53.484 W078.05.24.279 N042.58.59.912 W078.05.23.809
                          N042.58.59.912 W078.05.23.809 N042.59.06.343 W078.05.23.650
                          N042.59.06.343 W078.05.23.650 N042.59.12.777 W078.05.23.796
                          N042.59.12.777 W078.05.23.796 N042.59.19.201 W078.05.24.248
                          N042.59.19.201 W078.05.24.248 N042.59.25.611 W078.05.25.009
                          N042.59.25.611 W078.05.25.009 N042.59.31.996 W078.05.26.072
                          N042.59.31.996 W078.05.26.072 N042.59.38.351 W078.05.27.442
                          N042.59.38.351 W078.05.27.442 N042.59.44.667 W078.05.29.114
                          N042.59.44.667 W078.05.29.114 N042.59.50.939 W078.05.31.084
                          N042.59.50.939 W078.05.31.084 N042.59.57.155 W078.05.33.355
                          N042.59.57.155 W078.05.33.355 N043.00.03.309 W078.05.35.921
                          N043.00.03.309 W078.05.35.921 N043.00.09.394 W078.05.38.777
                          N043.00.09.394 W078.05.38.777 N043.00.15.400 W078.05.41.924
                          N043.00.15.400 W078.05.41.924 N043.00.21.324 W078.05.45.355
                          N043.00.21.324 W078.05.45.355 N043.00.27.158 W078.05.49.068
                          N043.00.27.158 W078.05.49.068 N043.00.32.892 W078.05.53.055
                          N043.00.32.892 W078.05.53.055 N043.00.38.522 W078.05.57.315
                          N043.00.38.522 W078.05.57.315 N043.00.44.037 W078.06.01.841
                          N043.00.44.037 W078.06.01.841 N043.00.49.437 W078.06.06.628
                          N043.00.49.437 W078.06.06.628 N043.00.54.709 W078.06.11.671
                          N043.00.54.709 W078.06.11.671 N043.00.59.849 W078.06.16.960
                          N043.00.59.849 W078.06.16.960 N043.01.04.852 W078.06.22.495
                          N043.01.04.852 W078.06.22.495 N043.01.09.711 W078.06.28.262
                          N043.01.09.711 W078.06.28.262 N043.01.14.419 W078.06.34.261
                          N043.01.14.419 W078.06.34.261 N043.01.18.971 W078.06.40.478
                          N043.01.18.971 W078.06.40.478 N043.01.23.361 W078.06.46.912
                          N043.01.23.361 W078.06.46.912 N043.01.27.582 W078.06.53.549
                          N043.01.27.582 W078.06.53.549 N043.01.31.635 W078.07.00.387
                          N043.01.31.635 W078.07.00.387 N043.01.35.509 W078.07.07.412
                          N043.01.35.509 W078.07.07.412 N043.01.39.203 W078.07.14.619
                          N043.01.39.203 W078.07.14.619 N043.01.42.708 W078.07.21.998
                          N043.01.42.708 W078.07.21.998 N043.01.46.023 W078.07.29.540
                          N043.01.46.023 W078.07.29.540 N043.01.49.146 W078.07.37.235
                          N043.01.49.146 W078.07.37.235 N043.01.52.070 W078.07.45.075
                          N043.01.52.070 W078.07.45.075 N043.01.54.790 W078.07.53.050
                          N043.01.54.790 W078.07.53.050 N043.01.57.305 W078.08.01.150
                          N043.01.57.305 W078.08.01.150 N043.01.59.614 W078.08.09.368
                          N043.01.59.614 W078.08.09.368 N043.02.01.708 W078.08.17.689
                          N043.02.01.708 W078.08.17.689 N043.02.03.591 W078.08.26.106
                          N043.02.03.591 W078.08.26.106 N043.02.05.258 W078.08.34.606
                          N043.02.05.258 W078.08.34.606 N043.02.06.707 W078.08.43.183
                          N043.02.06.707 W078.08.43.183 N043.02.07.934 W078.08.51.821
                          N043.02.07.934 W078.08.51.821 N043.02.08.943 W078.09.00.515
                          N043.02.08.943 W078.09.00.515 N043.02.09.728 W078.09.09.251
                          N043.02.09.728 W078.09.09.251 N043.02.10.287 W078.09.18.020
                          N043.02.10.287 W078.09.18.020 N043.02.10.624 W078.09.26.809
                          N043.02.10.624 W078.09.26.809 N043.02.10.738 W078.09.35.610
                          N043.02.10.738 W078.09.35.610 N043.02.10.624 W078.09.44.411
                          N043.02.10.624 W078.09.44.411 N043.02.10.287 W078.09.53.201
                          N043.02.10.287 W078.09.53.201 N043.02.09.728 W078.10.01.970
                          N043.02.09.728 W078.10.01.970 N043.02.08.943 W078.10.10.706
                          N043.02.08.943 W078.10.10.706 N043.02.07.934 W078.10.19.398
                          N043.02.07.934 W078.10.19.398 N043.02.06.707 W078.10.28.039
                          N043.02.06.707 W078.10.28.039 N043.02.05.258 W078.10.36.615
                          N043.02.05.258 W078.10.36.615 N043.02.03.591 W078.10.45.116
                          N043.02.03.591 W078.10.45.116 N043.02.01.708 W078.10.53.533
                          N043.02.01.708 W078.10.53.533 N043.01.59.614 W078.11.01.853
                          N043.01.59.614 W078.11.01.853 N043.01.57.688 W078.11.08.765
                          N043.03.31.269 W076.41.42.298 N042.44.30.951 W076.40.31.611
                          N043.04.54.315 W078.55.18.922 N043.04.53.961 W078.55.09.705
                          N043.04.53.961 W078.55.09.705 N043.04.53.369 W078.55.00.513
                          N043.04.53.369 W078.55.00.513 N043.04.52.546 W078.54.51.353
                          N043.04.52.546 W078.54.51.353 N043.04.51.485 W078.54.42.239
                          N043.04.51.485 W078.54.42.239 N043.04.50.193 W078.54.33.179
                          N043.04.50.193 W078.54.33.179 N043.04.48.672 W078.54.24.188
                          N043.04.48.672 W078.54.24.188 N043.04.46.920 W078.54.15.274
                          N043.04.46.920 W078.54.15.274 N043.04.44.938 W078.54.06.450
                          N043.04.44.938 W078.54.06.450 N043.04.42.735 W078.53.57.725
                          N043.04.42.735 W078.53.57.725 N043.04.40.310 W078.53.49.112
                          N043.04.40.310 W078.53.49.112 N043.04.37.663 W078.53.40.619
                          N043.04.37.663 W078.53.40.619 N043.04.34.803 W078.53.32.257
                          N043.04.34.803 W078.53.32.257 N043.04.31.730 W078.53.24.036
                          N043.04.31.730 W078.53.24.036 N043.04.28.448 W078.53.15.967
                          N043.04.28.448 W078.53.15.967 N043.04.24.961 W078.53.08.060
                          N043.04.24.961 W078.53.08.060 N043.04.21.274 W078.53.00.324
                          N043.04.21.274 W078.53.00.324 N043.04.17.392 W078.52.52.768
                          N043.04.17.392 W078.52.52.768 N043.04.13.318 W078.52.45.401
                          N043.04.13.318 W078.52.45.401 N043.04.09.056 W078.52.38.233
                          N043.04.09.056 W078.52.38.233 N043.04.04.615 W078.52.31.275
                          N043.04.04.615 W078.52.31.275 N043.04.00.000 W078.52.24.530
                          N043.04.00.000 W078.52.24.530 N043.03.55.213 W078.52.18.011
                          N043.03.55.213 W078.52.18.011 N043.03.50.264 W078.52.11.723
                          N043.03.50.264 W078.52.11.723 N043.03.45.155 W078.52.05.674
                          N043.03.45.155 W078.52.05.674 N043.03.39.895 W078.51.59.873
                          N043.03.39.895 W078.51.59.873 N043.03.34.490 W078.51.54.328
                          N043.03.34.490 W078.51.54.328 N043.03.28.946 W078.51.49.041
                          N043.03.28.946 W078.51.49.041 N043.03.23.270 W078.51.44.022
                          N043.03.23.270 W078.51.44.022 N043.03.17.469 W078.51.39.276
                          N043.03.17.469 W078.51.39.276 N043.03.11.549 W078.51.34.810
                          N043.03.11.549 W078.51.34.810 N043.03.05.518 W078.51.30.629
                          N043.03.05.518 W078.51.30.629 N043.02.59.385 W078.51.26.739
                          N043.02.59.385 W078.51.26.739 N043.02.53.158 W078.51.23.140
                          N043.02.53.158 W078.51.23.140 N043.02.46.841 W078.51.19.842
                          N043.02.46.841 W078.51.19.842 N043.02.40.441 W078.51.16.848
                          N043.02.40.441 W078.51.16.848 N043.02.33.971 W078.51.14.159
                          N043.02.33.971 W078.51.14.159 N043.02.27.436 W078.51.11.778
                          N043.02.27.436 W078.51.11.778 N043.02.20.844 W078.51.09.711
                          N043.02.20.844 W078.51.09.711 N043.02.14.200 W078.51.07.961
                          N043.02.14.200 W078.51.07.961 N043.02.07.520 W078.51.06.526
                          N043.02.07.520 W078.51.06.526 N043.02.00.804 W078.51.05.410
                          N043.02.00.804 W078.51.05.410 N043.01.54.065 W078.51.04.613
                          N043.01.54.065 W078.51.04.613 N043.01.47.310 W078.51.04.140
                          N043.01.47.310 W078.51.04.140 N043.01.40.546 W078.51.03.986
                          N043.01.40.546 W078.51.03.986 N043.01.33.782 W078.51.04.156
                          N043.01.33.782 W078.51.04.156 N043.01.27.027 W078.51.04.645
                          N043.01.27.027 W078.51.04.645 N043.01.20.289 W078.51.05.457
                          N043.01.20.289 W078.51.05.457 N043.01.13.572 W078.51.06.589
                          N043.01.13.572 W078.51.06.589 N043.01.06.894 W078.51.08.039
                          N043.01.06.894 W078.51.08.039 N043.01.00.254 W078.51.09.805
                          N043.01.00.254 W078.51.09.805 N043.00.53.665 W078.51.11.888
                          N043.00.53.665 W078.51.11.888 N043.00.47.131 W078.51.14.281
                          N043.00.47.131 W078.51.14.281 N043.00.40.665 W078.51.16.984
                          N043.00.40.665 W078.51.16.984 N043.00.34.271 W078.51.19.991
                          N043.00.34.271 W078.51.19.991 N043.00.27.956 W078.51.23.302
                          N043.00.27.956 W078.51.23.302 N043.00.21.733 W078.51.26.911
                          N043.00.21.733 W078.51.26.911 N043.00.15.604 W078.51.30.812
                          N043.00.15.604 W078.51.30.812 N043.00.09.578 W078.51.35.001
                          N043.00.09.578 W078.51.35.001 N043.00.03.663 W078.51.39.477
                          N043.00.03.663 W078.51.39.477 N042.59.57.869 W078.51.44.230
                          N042.59.57.869 W078.51.44.230 N042.59.52.198 W078.51.49.256
                          N042.59.52.198 W078.51.49.256 N042.59.46.660 W078.51.54.547
