PIT TRACON FLOW:          N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 10                  N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N040.08.21.521 W080.47.59.934 N040.07.23.383 W080.48.30.379
                          N040.37.02.682 W079.36.31.787 N040.37.00.546 W079.36.52.880
                          N040.37.06.083 W079.36.01.470 N040.37.08.730 W079.35.35.312
                          N040.36.00.431 W079.39.08.297 N040.36.02.187 W079.39.10.322
                          N040.36.02.187 W079.39.10.322 N040.36.03.730 W079.39.14.456
                          N040.36.03.730 W079.39.14.456 N040.36.04.114 W079.39.17.098
                          N040.36.04.114 W079.39.17.098 N040.36.04.351 W079.39.24.436
                          N040.36.04.351 W079.39.24.436 N040.36.04.092 W079.39.26.968
                          N040.36.04.092 W079.39.26.968 N040.36.02.933 W079.39.31.915
                          N040.36.02.933 W079.39.31.915 N040.36.01.539 W079.39.35.962
                          N040.36.01.539 W079.39.35.962 N040.36.01.134 W079.39.36.751
                          N040.36.01.134 W079.39.36.751 N040.35.59.225 W079.39.39.419
                          N040.35.59.225 W079.39.39.419 N040.35.56.996 W079.39.42.035
                          N040.35.56.996 W079.39.42.035 N040.35.51.016 W079.39.46.138
                          N040.35.51.016 W079.39.46.138 N040.35.45.659 W079.39.47.345
                          N040.35.45.659 W079.39.47.345 N040.35.38.588 W079.39.46.104
                          N040.35.38.588 W079.39.46.104 N040.35.34.816 W079.39.44.586
                          N040.35.34.816 W079.39.44.586 N040.35.32.093 W079.39.42.391
                          N040.35.32.093 W079.39.42.391 N040.35.29.779 W079.39.39.411
                          N040.35.29.779 W079.39.39.411 N040.35.27.746 W079.39.36.908
                          N040.35.27.746 W079.39.36.908 N040.35.25.196 W079.39.33.028
                          N040.35.25.196 W079.39.33.028 N040.35.24.254 W079.39.29.429
                          N040.35.24.254 W079.39.29.429 N040.35.23.312 W079.39.25.831
                          N040.35.23.312 W079.39.25.831 N040.35.22.968 W079.39.22.768
                          N040.35.22.968 W079.39.22.768 N040.35.23.740 W079.39.15.178
                          N040.35.23.740 W079.39.15.178 N040.35.24.814 W079.39.11.072
                          N040.35.24.814 W079.39.11.072 N040.35.26.442 W079.39.07.926
                          N040.35.26.442 W079.39.07.926 N040.35.28.436 W079.39.04.411
                          N040.35.28.436 W079.39.04.411 N040.35.30.299 W079.39.02.164
                          N040.35.30.299 W079.39.02.164 N040.35.34.586 W079.38.58.621
                          N040.35.34.586 W079.38.58.621 N040.35.37.736 W079.38.56.598
                          N040.35.37.736 W079.38.56.598 N040.35.39.752 W079.38.56.091
                          N040.35.39.752 W079.38.56.091 N040.35.44.896 W079.38.56.993
                          N040.35.44.896 W079.38.56.993 N040.35.43.093 W079.39.14.704
                          N040.35.49.482 W079.38.24.747 N040.35.31.160 W079.38.02.229
                          N040.35.27.689 W079.38.36.385 N040.36.08.512 W079.38.43.527
                          N040.36.08.512 W079.38.43.527 N040.36.10.656 W079.38.22.442
                          N040.36.10.656 W079.38.22.442 N040.36.10.183 W079.38.20.642
                          N040.36.10.183 W079.38.20.642 N040.36.09.283 W079.38.16.622
                          N040.36.09.283 W079.38.16.622 N040.36.06.453 W079.38.12.264
                          N040.36.06.453 W079.38.12.264 N040.36.03.410 W079.38.10.014
                          N040.36.03.410 W079.38.10.014 N040.35.59.553 W079.38.09.340
                          N040.35.59.553 W079.38.09.340 N040.35.56.169 W079.38.10.464
                          N040.35.56.169 W079.38.10.464 N040.35.52.568 W079.38.13.698
                          N040.35.52.568 W079.38.13.698 N040.35.50.897 W079.38.17.268
                          N040.35.50.897 W079.38.17.268 N040.35.50.083 W079.38.18.841
                          N040.35.50.083 W079.38.18.841 N040.35.47.939 W079.38.39.929
                          N040.35.32.916 W079.37.44.939 N040.36.13.741 W079.37.52.075
                          N040.35.55.394 W079.37.26.550 N040.35.57.831 W079.37.02.509
                          N040.36.18.536 W079.37.04.838 N040.36.15.966 W079.37.30.143
                          N040.36.15.966 W079.37.30.143 N040.35.35.140 W079.37.23.012
                          N040.36.20.160 W079.36.48.811 N040.36.23.237 W079.36.18.442
                          N040.36.21.656 W079.36.34.047 N040.35.40.830 W079.36.26.924
                          N040.35.44.206 W079.35.53.609 N040.36.28.578 W079.35.25.717
                          N040.34.09.827 W079.40.09.123 N040.34.53.011 W079.39.53.094
                          N040.34.53.011 W079.39.53.094 N040.34.14.422 W079.39.24.020
                          N040.34.23.777 W079.40.03.847 N040.34.26.872 W079.39.33.495
                          N040.34.16.225 W079.39.06.316 N040.34.57.047 W079.39.13.463
                          N040.34.57.047 W079.39.13.463 N040.34.59.190 W079.38.52.383
                          N040.34.59.190 W079.38.52.383 N040.34.58.722 W079.38.50.583
                          N040.34.58.722 W079.38.50.583 N040.34.57.822 W079.38.46.564
                          N040.34.57.822 W079.38.46.564 N040.34.54.992 W079.38.42.205
                          N040.34.54.992 W079.38.42.205 N040.34.51.949 W079.38.39.958
                          N040.34.51.949 W079.38.39.958 N040.34.48.092 W079.38.39.284
                          N040.34.48.092 W079.38.39.284 N040.34.44.707 W079.38.40.407
                          N040.34.44.707 W079.38.40.407 N040.34.41.107 W079.38.43.639
                          N040.34.41.107 W079.38.43.639 N040.34.39.435 W079.38.47.209
                          N040.34.39.435 W079.38.47.209 N040.34.38.621 W079.38.48.782
                          N040.34.38.621 W079.38.48.782 N040.34.36.474 W079.39.09.860
                          N040.35.05.152 W079.37.53.776 N040.35.04.380 W079.38.01.365
                          N040.35.04.380 W079.38.01.365 N040.35.03.673 W079.38.05.104
                          N040.35.03.673 W079.38.05.104 N040.35.00.009 W079.38.12.188
                          N040.35.00.009 W079.38.12.188 N040.34.53.816 W079.38.18.400
                          N040.34.53.816 W079.38.18.400 N040.34.49.379 W079.38.20.198
                          N040.34.49.379 W079.38.20.198 N040.34.44.107 W079.38.20.563
                          N040.34.44.107 W079.38.20.563 N040.34.39.929 W079.38.19.834
                          N040.34.39.929 W079.38.19.834 N040.34.36.157 W079.38.18.316
                          N040.34.36.157 W079.38.18.316 N040.34.32.191 W079.38.15.476
                          N040.34.32.191 W079.38.15.476 N040.34.27.519 W079.38.09.941
                          N040.34.27.519 W079.38.09.941 N040.34.26.083 W079.38.07.973
                          N040.34.26.083 W079.38.07.973 N040.34.24.498 W079.38.04.263
                          N040.34.24.498 W079.38.04.263 N040.34.23.299 W079.37.56.760
                          N040.34.23.299 W079.37.56.760 N040.34.24.198 W079.37.47.907
                          N040.34.24.198 W079.37.47.907 N040.34.25.269 W079.37.43.804
                          N040.34.25.269 W079.37.43.804 N040.34.26.982 W079.37.39.812
                          N040.34.26.982 W079.37.39.812 N040.34.28.205 W079.37.37.452
                          N040.34.28.205 W079.37.37.452 N040.34.31.202 W079.37.33.684
                          N040.34.31.202 W079.37.33.684 N040.34.35.447 W079.37.30.564
                          N040.34.35.447 W079.37.30.564 N040.34.38.145 W079.37.29.749
                          N040.34.38.145 W079.37.29.749 N040.34.43.097 W079.37.29.325
                          N040.34.43.097 W079.37.29.325 N040.34.50.811 W079.37.30.674
                          N040.34.50.811 W079.37.30.674 N040.34.58.142 W079.37.35.816
                          N040.34.58.142 W079.37.35.816 N040.35.00.456 W079.37.38.795
                          N040.35.00.456 W079.37.38.795 N040.35.02.408 W079.37.42.140
                          N040.35.02.408 W079.37.42.140 N040.35.03.712 W079.37.45.372
                          N040.35.03.712 W079.37.45.372 N040.35.03.951 W079.37.46.271
                          N040.35.03.951 W079.37.46.271 N040.35.05.152 W079.37.53.776
                          N040.35.08.962 W079.37.16.249 N040.34.28.136 W079.37.09.123
                          N040.34.28.136 W079.37.09.123 N040.34.30.233 W079.36.48.464
                          N040.35.12.812 W079.36.38.301 N040.34.31.986 W079.36.31.178
                          N040.34.31.986 W079.36.31.178 N040.34.34.079 W079.36.10.521
                          N040.35.19.690 W079.35.30.410 N040.35.18.922 W079.35.38.001
                          N040.35.18.922 W079.35.38.001 N040.35.18.216 W079.35.41.741
                          N040.35.18.216 W079.35.41.741 N040.35.14.554 W079.35.48.827
                          N040.35.14.554 W079.35.48.827 N040.35.08.362 W079.35.55.041
                          N040.35.08.362 W079.35.55.041 N040.35.03.926 W079.35.56.844
                          N040.35.03.926 W079.35.56.844 N040.34.58.653 W079.35.57.213
                          N040.34.58.653 W079.35.57.213 N040.34.54.477 W079.35.56.484
                          N040.34.54.477 W079.35.56.484 N040.34.50.705 W079.35.54.968
                          N040.34.50.705 W079.35.54.968 N040.34.46.737 W079.35.52.133
                          N040.34.46.737 W079.35.52.133 N040.34.42.065 W079.35.46.598
                          N040.34.42.065 W079.35.46.598 N040.34.40.629 W079.35.44.631
                          N040.34.40.629 W079.35.44.631 N040.34.39.040 W079.35.40.923
                          N040.34.39.040 W079.35.40.923 N040.34.37.838 W079.35.33.420
                          N040.34.37.838 W079.35.33.420 N040.34.38.733 W079.35.24.565
                          N040.34.38.733 W079.35.24.565 N040.34.39.803 W079.35.20.462
                          N040.34.39.803 W079.35.20.462 N040.34.41.516 W079.35.16.469
                          N040.34.41.516 W079.35.16.469 N040.34.42.738 W079.35.14.107
                          N040.34.42.738 W079.35.14.107 N040.34.45.735 W079.35.10.339
                          N040.34.45.735 W079.35.10.339 N040.34.49.976 W079.35.07.216
                          N040.34.49.976 W079.35.07.216 N040.34.52.678 W079.35.06.398
                          N040.34.52.678 W079.35.06.398 N040.34.57.626 W079.35.05.972
                          N040.34.57.626 W079.35.05.972 N040.35.05.344 W079.35.07.315
                          N040.35.05.344 W079.35.07.315 N040.35.12.675 W079.35.12.453
                          N040.35.12.675 W079.35.12.453 N040.35.14.990 W079.35.15.432
                          N040.35.14.990 W079.35.15.432 N040.35.16.942 W079.35.18.776
                          N040.35.16.942 W079.35.18.776 N040.35.18.250 W079.35.22.006
                          N040.35.18.250 W079.35.22.006 N040.35.18.485 W079.35.22.905
                          N040.35.18.485 W079.35.22.905 N040.35.19.690 W079.35.30.410
                          N040.33.02.122 W079.45.12.108 N040.33.42.939 W079.45.19.315
                          N040.33.42.939 W079.45.19.315 N040.33.07.010 W079.44.24.495
                          N040.33.07.010 W079.44.24.495 N040.33.47.827 W079.44.31.694
                          N040.33.52.234 W079.43.48.706 N040.33.49.600 W079.44.14.414
                          N040.33.49.600 W079.44.14.414 N040.33.08.782 W079.44.07.219
                          N040.33.08.782 W079.44.07.219 N040.33.11.460 W079.43.41.094
                          N040.33.29.028 W079.44.10.789 N040.33.31.579 W079.43.45.925
                          N040.33.53.918 W079.43.32.269 N040.33.14.567 W079.43.10.755
                          N040.33.14.567 W079.43.10.755 N040.33.57.200 W079.43.00.240
                          N040.33.57.200 W079.43.00.240 N040.33.17.890 W079.42.38.306
                          N040.33.17.890 W079.42.38.306 N040.34.00.306 W079.42.29.894
                          N040.32.34.129 W079.45.32.358 N040.31.53.311 W079.45.25.153
                          N040.32.36.797 W079.45.03.232 N040.32.13.560 W079.45.28.726
                          N040.32.13.560 W079.45.28.726 N040.31.56.342 W079.44.55.667
                          N040.32.41.616 W079.44.19.473 N040.32.38.978 W079.44.45.173
                          N040.32.38.978 W079.44.45.173 N040.31.58.160 W079.44.37.974
                          N040.31.58.160 W079.44.37.974 N040.32.00.838 W079.44.11.855
                          N040.32.18.406 W079.44.41.546 N040.32.20.959 W079.44.16.690
                          N040.32.02.482 W079.43.55.850 N040.32.43.301 W079.44.03.041
                          N040.32.43.301 W079.44.03.041 N040.32.07.359 W079.43.08.247
                          N040.32.07.359 W079.43.08.247 N040.32.48.180 W079.43.15.430
                          N040.32.48.185 W079.42.33.824 N040.32.51.010 W079.42.38.183
                          N040.32.51.010 W079.42.38.183 N040.32.51.248 W079.42.39.082
                          N040.32.51.248 W079.42.39.082 N040.32.51.330 W079.42.44.671
                          N040.32.51.330 W079.42.44.671 N040.32.50.213 W079.42.49.195
                          N040.32.50.213 W079.42.49.195 N040.32.48.666 W079.42.51.497
                          N040.32.48.666 W079.42.51.497 N040.32.46.803 W079.42.53.741
                          N040.32.46.803 W079.42.53.741 N040.32.43.693 W079.42.55.340
                          N040.32.43.693 W079.42.55.340 N040.32.36.302 W079.42.54.039
                          N040.32.36.302 W079.42.54.039 N040.32.33.668 W079.42.51.000
                          N040.32.33.668 W079.42.51.000 N040.32.32.555 W079.42.49.090
                          N040.32.32.555 W079.42.49.090 N040.32.31.273 W079.42.42.432
                          N040.32.31.273 W079.42.42.432 N040.32.30.399 W079.42.34.987
                          N040.32.30.399 W079.42.34.987 N040.32.28.988 W079.42.29.591
                          N040.32.28.988 W079.42.29.591 N040.32.27.232 W079.42.27.568
                          N040.32.27.232 W079.42.27.568 N040.32.22.817 W079.42.25.933
                          N040.32.22.817 W079.42.25.933 N040.32.18.554 W079.42.26.042
                          N040.32.18.554 W079.42.26.042 N040.32.15.767 W079.42.27.696
                          N040.32.15.767 W079.42.27.696 N040.32.14.263 W079.42.29.575
                          N040.32.14.263 W079.42.29.575 N040.32.13.129 W079.42.31.091
                          N040.32.13.129 W079.42.31.091 N040.32.11.949 W079.42.33.027
                          N040.32.11.949 W079.42.33.027 N040.32.10.509 W079.42.37.493
                          N040.32.10.509 W079.42.37.493 N040.32.10.252 W079.42.40.020
                          N040.32.10.252 W079.42.40.020 N040.32.10.636 W079.42.42.662
                          N040.32.10.636 W079.42.42.662 N040.32.11.574 W079.42.46.257
                          N040.32.11.574 W079.42.46.257 N040.32.12.644 W079.42.48.591
                          N040.32.12.644 W079.42.48.591 N040.32.14.916 W079.42.51.991
                          N040.32.13.700 W079.42.06.318 N040.32.54.521 W079.42.13.492
                          N040.32.15.938 W079.41.44.410 N040.32.56.760 W079.41.51.581
                          N040.32.56.760 W079.41.51.581 N040.32.20.801 W079.40.56.802
                          N040.32.20.801 W079.40.56.802 N040.33.01.626 W079.41.03.964
                          N040.33.02.095 W079.40.04.855 N040.33.03.852 W079.40.06.878
                          N040.33.03.852 W079.40.06.878 N040.33.05.394 W079.40.11.009
                          N040.33.05.394 W079.40.11.009 N040.33.05.778 W079.40.13.649
                          N040.33.05.778 W079.40.13.649 N040.33.06.013 W079.40.20.983
                          N040.33.06.013 W079.40.20.983 N040.33.05.753 W079.40.23.511
                          N040.33.05.753 W079.40.23.511 N040.33.04.593 W079.40.28.455
                          N040.33.04.593 W079.40.28.455 N040.33.03.200 W079.40.32.500
                          N040.33.03.200 W079.40.32.500 N040.33.02.794 W079.40.33.286
                          N040.33.02.794 W079.40.33.286 N040.33.00.886 W079.40.35.954
                          N040.33.00.886 W079.40.35.954 N040.32.58.657 W079.40.38.565
                          N040.32.58.657 W079.40.38.565 N040.32.52.676 W079.40.42.664
                          N040.32.52.676 W079.40.42.664 N040.32.47.318 W079.40.43.869
                          N040.32.47.318 W079.40.43.869 N040.32.40.245 W079.40.42.628
                          N040.32.40.245 W079.40.42.628 N040.32.36.473 W079.40.41.110
                          N040.32.36.473 W079.40.41.110 N040.32.33.754 W079.40.38.917
                          N040.32.33.754 W079.40.38.917 N040.32.31.439 W079.40.35.938
                          N040.32.31.439 W079.40.35.938 N040.32.29.406 W079.40.33.435
                          N040.32.29.406 W079.40.33.435 N040.32.26.857 W079.40.29.557
                          N040.32.26.857 W079.40.29.557 N040.32.25.915 W079.40.25.962
                          N040.32.25.915 W079.40.25.962 N040.32.24.973 W079.40.22.366
                          N040.32.24.973 W079.40.22.366 N040.32.24.629 W079.40.19.303
                          N040.32.24.629 W079.40.19.303 N040.32.25.404 W079.40.11.720
                          N040.32.25.404 W079.40.11.720 N040.32.26.478 W079.40.07.620
                          N040.32.26.478 W079.40.07.620 N040.32.28.106 W079.40.04.474
                          N040.32.28.106 W079.40.04.474 N040.32.30.101 W079.40.00.964
                          N040.32.30.101 W079.40.00.964 N040.32.31.964 W079.39.58.717
                          N040.32.31.964 W079.39.58.717 N040.32.36.251 W079.39.55.179
                          N040.32.36.251 W079.39.55.179 N040.32.39.404 W079.39.53.159
                          N040.32.39.404 W079.39.53.159 N040.32.41.417 W079.39.52.652
                          N040.32.41.417 W079.39.52.652 N040.32.46.561 W079.39.53.554
                          N040.32.46.561 W079.39.53.554 N040.32.44.757 W079.40.11.252
                          N040.33.10.180 W079.39.40.106 N040.33.13.271 W079.39.09.763
                          N040.33.11.681 W079.39.25.356 N040.32.30.859 W079.39.18.209
                          N040.33.18.117 W079.38.22.141 N040.33.17.345 W079.38.29.727
                          N040.33.17.345 W079.38.29.727 N040.33.16.638 W079.38.33.464
                          N040.33.16.638 W079.38.33.464 N040.33.12.973 W079.38.40.543
                          N040.33.12.973 W079.38.40.543 N040.33.06.780 W079.38.46.752
                          N040.33.06.780 W079.38.46.752 N040.33.02.343 W079.38.48.550
                          N040.33.02.343 W079.38.48.550 N040.32.57.071 W079.38.48.913
                          N040.32.57.071 W079.38.48.913 N040.32.52.893 W079.38.48.181
                          N040.32.52.893 W079.38.48.181 N040.32.49.121 W079.38.46.666
                          N040.32.49.121 W079.38.46.666 N040.32.45.154 W079.38.43.828
                          N040.32.45.154 W079.38.43.828 N040.32.40.483 W079.38.38.293
                          N040.32.40.483 W079.38.38.293 N040.32.39.047 W079.38.36.326
                          N040.32.39.047 W079.38.36.326 N040.32.37.462 W079.38.32.618
                          N040.32.37.462 W079.38.32.618 N040.32.36.264 W079.38.25.118
                          N040.32.36.264 W079.38.25.118 N040.32.37.163 W079.38.16.267
                          N040.32.37.163 W079.38.16.267 N040.32.38.233 W079.38.12.167
                          N040.32.38.233 W079.38.12.167 N040.32.39.950 W079.38.08.179
                          N040.32.39.950 W079.38.08.179 N040.32.41.169 W079.38.05.818
                          N040.32.41.169 W079.38.05.818 N040.32.44.170 W079.38.02.055
                          N040.32.44.170 W079.38.02.055 N040.32.48.414 W079.37.58.935
                          N040.32.48.414 W079.37.58.935 N040.32.51.113 W079.37.58.119
                          N040.32.51.113 W079.37.58.119 N040.32.56.065 W079.37.57.699
                          N040.32.56.065 W079.37.57.699 N040.33.03.780 W079.37.59.047
                          N040.33.03.780 W079.37.59.047 N040.33.11.109 W079.38.04.187
                          N040.33.11.109 W079.38.04.187 N040.33.13.424 W079.38.07.166
                          N040.33.13.424 W079.38.07.166 N040.33.15.372 W079.38.10.508
                          N040.33.15.372 W079.38.10.508 N040.33.16.681 W079.38.13.740
                          N040.33.16.681 W079.38.13.740 N040.33.16.915 W079.38.14.639
                          N040.33.16.915 W079.38.14.639 N040.33.18.117 W079.38.22.141
                          N040.32.41.105 W079.37.37.502 N040.33.21.930 W079.37.44.630
                          N040.33.21.930 W079.37.44.630 N040.32.45.939 W079.36.49.883
                          N040.32.45.939 W079.36.49.883 N040.33.26.765 W079.36.57.006
                          N040.20.27.789 W079.39.44.342 N040.19.53.394 W079.39.38.338
                          N040.19.53.394 W079.39.38.338 N040.19.51.421 W079.39.38.421
                          N040.19.51.421 W079.39.38.421 N040.19.49.280 W079.39.40.185
                          N040.19.49.280 W079.39.40.185 N040.19.47.414 W079.39.42.424
                          N040.19.47.414 W079.39.42.424 N040.19.46.600 W079.39.43.992
                          N040.19.46.600 W079.39.43.992 N040.19.46.021 W079.39.46.456
                          N040.19.46.021 W079.39.46.456 N040.19.45.590 W079.39.50.656
                          N040.19.45.590 W079.39.50.656 N040.19.45.654 W079.39.53.232
                          N040.19.45.654 W079.39.53.232 N040.19.47.517 W079.39.57.406
                          N040.19.47.517 W079.39.57.406 N040.19.48.395 W079.39.58.414
                          N040.20.32.169 W079.39.01.492 N040.20.29.549 W079.39.27.117
                          N040.20.29.549 W079.39.27.117 N040.19.48.726 W079.39.19.994
                          N040.19.48.726 W079.39.19.994 N040.19.51.387 W079.38.53.951
                          N040.20.08.976 W079.39.23.526 N040.20.11.508 W079.38.58.744
                          N040.19.52.972 W079.38.38.408 N040.20.36.155 W079.38.22.421
                          N040.20.36.155 W079.38.22.421 N040.19.57.558 W079.37.53.465
                          N040.20.06.925 W079.38.33.146 N040.20.10.011 W079.38.02.901
                          N040.19.59.357 W079.37.35.822 N040.20.40.182 W079.37.42.929
                          N040.20.40.182 W079.37.42.929 N040.20.04.194 W079.36.48.352
                          N040.20.04.194 W079.36.48.352 N040.20.45.020 W079.36.55.451
                          N040.20.05.946 W079.36.31.129 N040.20.46.775 W079.36.38.226
                          N040.20.46.775 W079.36.38.226 N040.20.10.775 W079.35.43.658
                          N040.20.10.775 W079.35.43.658 N040.20.51.604 W079.35.50.745
                          N040.20.55.956 W079.35.07.888 N040.20.53.355 W079.35.33.519
                          N040.20.53.355 W079.35.33.519 N040.20.12.526 W079.35.26.433
                          N040.20.12.526 W079.35.26.433 N040.20.15.172 W079.35.00.385
                          N040.20.32.779 W079.35.29.948 N040.20.35.297 W079.35.05.159
                          N040.20.57.622 W079.34.51.500 N040.21.00.691 W079.34.21.243
                          N040.20.59.114 W079.34.36.792 N040.20.18.284 W079.34.29.717
                          N040.21.02.481 W079.34.03.594 N040.21.05.546 W079.33.33.340
                          N040.21.03.972 W079.33.48.888 N040.20.23.142 W079.33.41.819
                          N040.21.09.930 W079.32.50.056 N040.21.07.335 W079.33.15.691
                          N040.21.07.335 W079.33.15.691 N040.20.26.501 W079.33.08.627
                          N040.20.26.501 W079.33.08.627 N040.20.29.140 W079.32.42.577
                          N040.20.46.759 W079.33.12.131 N040.20.49.269 W079.32.47.338
                          N040.19.07.113 W079.33.08.102 N040.19.08.873 W079.33.10.117
                          N040.19.08.873 W079.33.10.117 N040.19.10.420 W079.33.14.232
                          N040.19.10.420 W079.33.14.232 N040.19.10.807 W079.33.16.861
                          N040.19.10.807 W079.33.16.861 N040.19.11.047 W079.33.24.170
                          N040.19.11.047 W079.33.24.170 N040.19.10.791 W079.33.26.689
                          N040.19.10.791 W079.33.26.689 N040.19.09.639 W079.33.31.620
                          N040.19.09.639 W079.33.31.620 N040.19.08.247 W079.33.35.652
                          N040.19.08.247 W079.33.35.652 N040.19.07.842 W079.33.36.436
                          N040.19.07.842 W079.33.36.436 N040.19.05.937 W079.33.39.099
                          N040.19.05.937 W079.33.39.099 N040.19.03.708 W079.33.41.704
                          N040.19.03.708 W079.33.41.704 N040.18.57.732 W079.33.45.799
                          N040.18.57.732 W079.33.45.799 N040.18.52.375 W079.33.47.009
                          N040.18.52.375 W079.33.47.009 N040.18.45.303 W079.33.45.786
                          N040.18.45.303 W079.33.45.786 N040.18.41.528 W079.33.44.278
                          N040.18.41.528 W079.33.44.278 N040.18.38.805 W079.33.42.096
                          N040.18.38.805 W079.33.42.096 N040.18.36.490 W079.33.39.133
                          N040.18.36.490 W079.33.39.133 N040.18.34.453 W079.33.36.643
                          N040.18.34.453 W079.33.36.643 N040.18.31.900 W079.33.32.783
                          N040.18.31.900 W079.33.32.783 N040.18.30.954 W079.33.29.201
                          N040.18.30.954 W079.33.29.201 N040.18.30.008 W079.33.25.620
                          N040.18.30.008 W079.33.25.620 N040.18.29.663 W079.33.22.568
                          N040.18.29.663 W079.33.22.568 N040.18.30.430 W079.33.15.009
                          N040.18.30.430 W079.33.15.009 N040.18.31.498 W079.33.10.921
                          N040.18.31.498 W079.33.10.921 N040.18.33.123 W079.33.07.783
                          N040.18.33.123 W079.33.07.783 N040.18.35.114 W079.33.04.282
                          N040.18.35.114 W079.33.04.282 N040.18.36.976 W079.33.02.040
                          N040.18.36.976 W079.33.02.040 N040.18.41.260 W079.32.58.507
                          N040.18.41.260 W079.32.58.507 N040.18.44.409 W079.32.56.487
                          N040.18.44.409 W079.32.56.487 N040.18.46.424 W079.32.55.980
                          N040.18.46.424 W079.32.55.980 N040.18.51.569 W079.32.56.868
                          N040.18.51.569 W079.32.56.868 N040.18.49.782 W079.33.14.509
                          N040.18.56.129 W079.32.24.751 N040.18.37.785 W079.32.02.354
                          N040.18.34.342 W079.32.36.373 N040.19.15.172 W079.32.43.427
                          N040.19.15.172 W079.32.43.427 N040.19.17.299 W079.32.22.422
                          N040.19.17.299 W079.32.22.422 N040.19.16.826 W079.32.20.632
                          N040.19.16.826 W079.32.20.632 N040.19.15.923 W079.32.16.631
                          N040.19.15.923 W079.32.16.631 N040.19.13.091 W079.32.12.294
                          N040.19.13.091 W079.32.12.294 N040.19.10.045 W079.32.10.060
                          N040.19.10.045 W079.32.10.060 N040.19.06.188 W079.32.09.393
                          N040.19.06.188 W079.32.09.393 N040.19.02.803 W079.32.10.519
                          N040.19.02.803 W079.32.10.519 N040.18.59.203 W079.32.13.744
                          N040.18.59.203 W079.32.13.744 N040.18.57.536 W079.32.17.301
                          N040.18.57.536 W079.32.17.301 N040.18.56.722 W079.32.18.871
                          N040.18.56.722 W079.32.18.871 N040.18.54.595 W079.32.39.872
                          N040.19.22.949 W079.31.26.556 N040.19.20.359 W079.31.52.180
                          N040.19.20.359 W079.31.52.180 N040.18.39.525 W079.31.45.135
                          N040.18.39.525 W079.31.45.135 N040.18.42.159 W079.31.19.093
                          N040.18.59.782 W079.31.48.629 N040.19.02.287 W079.31.23.847
                          N040.19.27.191 W079.30.44.548 N040.19.24.604 W079.31.10.172
                          N040.19.24.604 W079.31.10.172 N040.18.43.770 W079.31.03.135
                          N040.18.43.770 W079.31.03.135 N040.18.46.400 W079.30.37.093
                          N040.19.04.027 W079.31.06.626 N040.19.06.529 W079.30.41.843
                          N040.18.48.011 W079.30.21.132 N040.19.28.845 W079.30.28.164
                          N040.19.28.845 W079.30.28.164 N040.18.52.797 W079.29.33.670
                          N040.18.52.797 W079.29.33.670 N040.19.33.631 W079.29.40.694
                          N040.19.33.554 W079.28.59.224 N040.19.36.389 W079.29.03.558
                          N040.19.36.389 W079.29.03.558 N040.19.36.627 W079.29.04.452
                          N040.19.36.627 W079.29.04.452 N040.19.36.721 W079.29.10.024
                          N040.19.36.721 W079.29.10.024 N040.19.35.613 W079.29.14.536
                          N040.19.35.613 W079.29.14.536 N040.19.34.073 W079.29.16.836
                          N040.19.34.073 W079.29.16.836 N040.19.32.211 W079.29.19.080
                          N040.19.32.211 W079.29.19.080 N040.19.29.105 W079.29.20.683
                          N040.19.29.105 W079.29.20.683 N040.19.21.710 W079.29.19.410
                          N040.19.21.710 W079.29.19.410 N040.19.19.068 W079.29.16.392
                          N040.19.19.068 W079.29.16.392 N040.19.17.954 W079.29.14.492
                          N040.19.17.954 W079.29.14.492 N040.19.16.659 W079.29.07.857
                          N040.19.16.659 W079.29.07.857 N040.19.15.769 W079.29.00.441
                          N040.19.15.769 W079.29.00.441 N040.19.14.346 W079.28.55.069
                          N040.19.14.346 W079.28.55.069 N040.19.12.588 W079.28.53.057
                          N040.19.12.588 W079.28.53.057 N040.19.08.170 W079.28.51.442
                          N040.19.08.170 W079.28.51.442 N040.19.03.907 W079.28.51.565
                          N040.19.03.907 W079.28.51.565 N040.19.01.121 W079.28.53.221
                          N040.19.01.121 W079.28.53.221 N040.18.59.625 W079.28.55.103
                          N040.18.59.625 W079.28.55.103 N040.18.58.491 W079.28.56.616
                          N040.18.58.491 W079.28.56.616 N040.18.57.315 W079.28.58.552
                          N040.18.57.315 W079.28.58.552 N040.18.55.886 W079.29.03.007
                          N040.18.55.886 W079.29.03.007 N040.18.55.631 W079.29.05.526
                          N040.18.55.631 W079.29.05.526 N040.18.56.019 W079.29.08.158
                          N040.18.56.019 W079.29.08.158 N040.18.56.969 W079.29.11.738
                          N040.18.56.969 W079.29.11.738 N040.18.58.043 W079.29.14.058
                          N040.18.58.043 W079.29.14.058 N040.19.00.319 W079.29.17.442
                          N040.18.59.015 W079.28.31.922 N040.19.39.849 W079.28.38.935
                          N040.19.39.849 W079.28.38.935 N040.19.41.626 W079.28.21.291
                          N040.19.41.626 W079.28.21.291 N040.19.42.006 W079.28.17.508
                          N040.19.42.006 W079.28.17.508 N040.19.40.369 W079.28.14.236
                          N040.19.40.369 W079.28.14.236 N040.19.38.332 W079.28.11.748
